PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31402800","Effect of Hyperglycemia to The mRNA Level and Protein Expression of Perlecan at Rat Model of Osteoarthritis with Diabetes Mellitus Type 1","Njoto I, Kalim H, Soeatmadji DW, Handono K, Fatchiyah F.","Med Arch. 2019 Jun;73(3):144-148. doi: 10.5455/medarh.2019.73.144-148.","Njoto I","Med Arch","2019","2019/08/13","PMC6643336","","10.5455/medarh.2019.73.144-148"
"39085321","Exploring protein relative relations in skeletal muscle proteomic analysis for insights into insulin resistance and type 2 diabetes","Czajkowska A, Czajkowski M, Szczerbinski L, Jurczuk K, Reska D, Kwedlo W, Kretowski M, Zabielski P, Kretowski A.","Sci Rep. 2024 Jul 31;14(1):17631. doi: 10.1038/s41598-024-68568-4.","Czajkowska A","Sci Rep","2024","2024/07/31","PMC11292014","","10.1038/s41598-024-68568-4"
"39886945","Transcriptomics and proteomics characterizing the antioxidant mechanisms of semaglutide in diabetic mice with cognitive impairment","Yang Y, Song L, Yu L, Zhang J, Zhang B.","Int J Mol Med. 2025 Apr;55(4):56. doi: 10.3892/ijmm.2025.5497. Epub 2025 Jan 31.","Yang Y","Int J Mol Med","2025","2025/01/31","PMC11819768","","10.3892/ijmm.2025.5497"
"38927344","Effect of Hypoglycemia and Rebound Hyperglycemia on Proteomic Cardiovascular Risk Biomarkers","Nandakumar M, Sathyapalan T, Atkin SL, Butler AE.","Biomedicines. 2024 May 21;12(6):1137. doi: 10.3390/biomedicines12061137.","Nandakumar M","Biomedicines","2024","2024/06/27","PMC11201283","","10.3390/biomedicines12061137"
"29239666","Highly selective and sensitive measurement of active forms of FGF21 using novel immunocapture enrichment with LC-MS/MS","Zhao Y, Liu G, Kwok S, Jones BR, Liu J, Marchisin D, Joyce PE, Peterson J, Shen JX.","Bioanalysis. 2018 Jan;10(1):23-33. doi: 10.4155/bio-2017-0208. Epub 2017 Dec 14.","Zhao Y","Bioanalysis","2018","2017/12/15","","","10.4155/bio-2017-0208"
"23350727","Apoe, Mbl2, and Psp plasma protein levels correlate with diabetic phenotype in NZO mice--an optimized rapid workflow for SRM-based quantification","von Toerne C, Kahle M, Schäfer A, Ispiryan R, Blindert M, Hrabe De Angelis M, Neschen S, Ueffing M, Hauck SM.","J Proteome Res. 2013 Mar 1;12(3):1331-43. doi: 10.1021/pr3009836. Epub 2013 Feb 12.","von Toerne C","J Proteome Res","2013","2013/01/29","","","10.1021/pr3009836"
"28846711","Identification of novel biomarkers to monitor β-cell function and enable early detection of type 2 diabetes risk","Belongie KJ, Ferrannini E, Johnson K, Andrade-Gordon P, Hansen MK, Petrie JR.","PLoS One. 2017 Aug 28;12(8):e0182932. doi: 10.1371/journal.pone.0182932. eCollection 2017.","Belongie KJ","PLoS One","2017","2017/08/29","PMC5573304","","10.1371/journal.pone.0182932"
"21722304","Type 2 diabetic obese db/db mice are refractory to myocardial ischaemic post-conditioning in vivo: potential role for Hsp20, F1-ATPase δ and Echs1","Zhu SG, Xi L, Kukreja RC.","J Cell Mol Med. 2012 Apr;16(4):950-8. doi: 10.1111/j.1582-4934.2011.01376.x.","Zhu SG","J Cell Mol Med","2012","2011/07/05","PMC3204159","NIHMS309063","10.1111/j.1582-4934.2011.01376.x"
"31885637","Urinary Metabolomics Study of the Intervention Effect of Hypoglycemic Decoction on Type 2 Diabetes Mellitus Rats Model","Pan LL, Sun QH, Liu GR, Guo JY.","Evid Based Complement Alternat Med. 2019 Oct 30;2019:1394641. doi: 10.1155/2019/1394641. eCollection 2019.","Pan LL","Evid Based Complement Alternat Med","2019","2019/12/31","PMC6925725","","10.1155/2019/1394641"
"21922457","Platelet mitochondrial dysfunction is evident in type 2 diabetes in association with modifications of mitochondrial anti-oxidant stress proteins","Avila C, Huang RJ, Stevens MV, Aponte AM, Tripodi D, Kim KY, Sack MN.","Exp Clin Endocrinol Diabetes. 2012 Apr;120(4):248-51. doi: 10.1055/s-0031-1285833. Epub 2011 Sep 15.","Avila C","Exp Clin Endocrinol Diabetes","2012","2011/09/17","PMC6122851","NIHMS986178","10.1055/s-0031-1285833"
"32521455","Intervention of resistant starch 3 on type 2 diabetes mellitus and its mechanism based on urine metabonomics by liquid chromatography-tandem mass spectrometry","Zhang C, Dong L, Wu J, Qiao S, Xu W, Ma S, Zhao B, Wang X.","Biomed Pharmacother. 2020 Aug;128:110350. doi: 10.1016/j.biopha.2020.110350. Epub 2020 Jun 7.","Zhang C","Biomed Pharmacother","2020","2020/06/11","","","10.1016/j.biopha.2020.110350"
"23675048","Identification of biomarkers for type 2 diabetes and its complications: a bioinformatic approach","Gedela S, Appa Rao A, Medicherla NR.","Int J Biomed Sci. 2007 Dec;3(4):229-36.","Gedela S","Int J Biomed Sci","2007","2013/05/16","PMC3614656","",""
"31704098","Fumarate accumulation involved in renal diabetic fibrosis in Goto-Kakizaki rats","Miura Y, Hayakawa A, Kikuchi S, Tsumoto H, Umezawa K, Chiba Y, Soejima Y, Sawabe M, Fukui K, Akimoto Y, Endo T.","Arch Biochem Biophys. 2019 Dec 15;678:108167. doi: 10.1016/j.abb.2019.108167. Epub 2019 Nov 5.","Miura Y","Arch Biochem Biophys","2019","2019/11/10","","","10.1016/j.abb.2019.108167"
"37750242","Multiple urinary peptides display distinct sex-specific distribution","Mina IK, Mavrogeorgis E, Siwy J, Stojanov R, Mischak H, Latosinska A, Jankowski V.","Proteomics. 2024 Mar;24(5):e2300227. doi: 10.1002/pmic.202300227. Epub 2023 Sep 26.","Mina IK","Proteomics","2024","2023/09/26","","","10.1002/pmic.202300227"
"32665774","Roles of kininogen-1, basement membrane specific heparan sulfate proteoglycan core protein, and roundabout homolog 4 as potential urinary protein biomarkers in diabetic nephropathy","Na Nakorn P, Pannengpetch S, Isarankura-Na-Ayudhya P, Thippakorn C, Lawung R, Sathirapongsasuti N, Kitiyakara C, Sritara P, Vathesatogkit P, Isarankura-Na-Ayudhya C.","EXCLI J. 2020 Jun 24;19:872-891. doi: 10.17179/excli2020-1396. eCollection 2020.","Na Nakorn P","EXCLI J","2020","2020/07/16","PMC7355151","","10.17179/excli2020-1396"
"23276812","Differentiating vitreous proteomes in proliferative diabetic retinopathy using high-performance liquid chromatography coupled to tandem mass spectrometry","Wang H, Feng L, Hu J, Xie C, Wang F.","Exp Eye Res. 2013 Mar;108:110-9. doi: 10.1016/j.exer.2012.11.023. Epub 2012 Dec 28.","Wang H","Exp Eye Res","2013","2013/01/02","","","10.1016/j.exer.2012.11.023"
"23247284","Analysis of the endoplasmic reticulum subproteome in the livers of type 2 diabetic mice","Park EC, Kim GH, Yun SH, Lim HL, Hong Y, Kwon SO, Kwon J, Chung YH, Kim SI.","Int J Mol Sci. 2012 Dec 17;13(12):17230-43. doi: 10.3390/ijms131217230.","Park EC","Int J Mol Sci","2012","2012/12/19","PMC3546747","","10.3390/ijms131217230"
"19275608","Therapeutic strategies in the treatment of diabetic nephropathy - a translational medicine approach","Shah IM, Mackay SP, McKay GA.","Curr Med Chem. 2009;16(8):997-1016. doi: 10.2174/092986709787581897.","Shah IM","Curr Med Chem","2009","2009/03/12","","","10.2174/092986709787581897"
"32753620","Using proximity extension proteomics assay to discover novel biomarkers associated with circulating leptin levels in patients with type 2 diabetes","Vavruch C, Nowak C, Feldreich T, Östgren CJ, Sundström J, Söderberg S, Lind L, Nyström F, Ärnlöv J.","Sci Rep. 2020 Aug 4;10(1):13097. doi: 10.1038/s41598-020-69473-2.","Vavruch C","Sci Rep","2020","2020/08/06","PMC7403414","","10.1038/s41598-020-69473-2"
"23043162","Identification of serum metabolites associated with risk of type 2 diabetes using a targeted metabolomic approach","Floegel A, Stefan N, Yu Z, Mühlenbruch K, Drogan D, Joost HG, Fritsche A, Häring HU, Hrabě de Angelis M, Peters A, Roden M, Prehn C, Wang-Sattler R, Illig T, Schulze MB, Adamski J, Boeing H, Pischon T.","Diabetes. 2013 Feb;62(2):639-48. doi: 10.2337/db12-0495. Epub 2012 Oct 4.","Floegel A","Diabetes","2013","2012/10/09","PMC3554384","","10.2337/db12-0495"
"36229526","Mechanisms of mineralocorticoid receptor-associated hypertension in diabetes mellitus: the role of O-GlcNAc modification","Jo R, Shibata H, Kurihara I, Yokota K, Kobayashi S, Murai-Takeda A, Mitsuishi Y, Hayashi T, Nakamura T, Itoh H.","Hypertens Res. 2023 Jan;46(1):19-31. doi: 10.1038/s41440-022-01036-6. Epub 2022 Oct 14.","Jo R","Hypertens Res","2023","2022/10/13","","","10.1038/s41440-022-01036-6"
"36677773","Lipidomic Analysis to Assess the Correlation between Ceramides, Stress Hyperglycemia, and HbA1c in Acute Myocardial Infarction","Gaggini M, Michelucci E, Ndreu R, Rocchiccioli S, Chatzianagnostou K, Berti S, Vassalle C.","Molecules. 2023 Jan 11;28(2):716. doi: 10.3390/molecules28020716.","Gaggini M","Molecules","2023","2023/01/21","PMC9862855","","10.3390/molecules28020716"
"39296124","Unraveling the potential effects of non-synonymous single nucleotide polymorphisms (nsSNPs) on the Protein structure and function of the human SLC30A8 gene on type 2 diabetes and colorectal cancer: An In silico approach","Uddin MM, Hossain MT, Hossain MA, Ahsan A, Shamim KH, Hossen MA, Rahman MS, Rahman MH, Ahmed K, Bui FM, Al-Zahrani FA.","Heliyon. 2024 Aug 31;10(17):e37280. doi: 10.1016/j.heliyon.2024.e37280. eCollection 2024 Sep 15.","Uddin MM","Heliyon","2024","2024/09/19","PMC11408818","","10.1016/j.heliyon.2024.e37280"
"23086559","A urinary peptide biomarker set predicts worsening of albuminuria in type 2 diabetes mellitus","Roscioni SS, de Zeeuw D, Hellemons ME, Mischak H, Zürbig P, Bakker SJ, Gansevoort RT, Reinhard H, Persson F, Lajer M, Rossing P, Lambers Heerspink HJ.","Diabetologia. 2013 Feb;56(2):259-67. doi: 10.1007/s00125-012-2755-2. Epub 2012 Oct 20.","Roscioni SS","Diabetologia","2013","2012/10/23","","","10.1007/s00125-012-2755-2"
"32326243","Association of Proteins Modulating Immune Response and Insulin Clearance During Gestation with Antenatal Complications in Patients with Gestational or Type 2 Diabetes Mellitus","Kopylov AT, Kaysheva AL, Papysheva O, Gribova I, Kotaysch G, Kharitonova L, Mayatskaya T, Krasheninnikova A, Morozov SG.","Cells. 2020 Apr 21;9(4):1032. doi: 10.3390/cells9041032.","Kopylov AT","Cells","2020","2020/04/25","PMC7226479","","10.3390/cells9041032"
"29518575","Predictive biomarkers for type 2 of diabetes mellitus: Bridging the gap between systems research and personalized medicine","Kraniotou C, Karadima V, Bellos G, Tsangaris GT.","J Proteomics. 2018 Sep 30;188:59-62. doi: 10.1016/j.jprot.2018.03.004. Epub 2018 Mar 5.","Kraniotou C","J Proteomics","2018","2018/03/09","","","10.1016/j.jprot.2018.03.004"
"38880916","Diabetic microenvironment deteriorates the regenerative capacities of adipose mesenchymal stromal cells","Ahmed SM, Elkhenany HA, Ahmed TA, Ghoneim NI, Elkodous MA, Mohamed RH, Magdeldin S, Osama A, Anwar AM, Gabr MM, El-Badri N.","Diabetol Metab Syndr. 2024 Jun 16;16(1):131. doi: 10.1186/s13098-024-01365-1.","Ahmed SM","Diabetol Metab Syndr","2024","2024/06/16","PMC11181634","","10.1186/s13098-024-01365-1"
"28425473","2D-DIGE as a strategy to identify serum biomarkers in Mexican patients with Type-2 diabetes with different body mass index","Gómez-Cardona EE, Hernández-Domínguez EE, Velarde-Salcedo AJ, Pacheco AB, Diaz-Gois A, De León-Rodríguez A, Barba de la Rosa AP.","Sci Rep. 2017 Apr 20;7:46536. doi: 10.1038/srep46536.","Gómez-Cardona EE","Sci Rep","2017","2017/04/21","PMC5397846","","10.1038/srep46536"
"31805809","Growth differentiation factor 15 (GDF-15) is a potential biomarker of both diabetic kidney disease and future cardiovascular events in cohorts of individuals with type 2 diabetes: a proteomics approach","Carlsson AC, Nowak C, Lind L, Östgren CJ, Nyström FH, Sundström J, Carrero JJ, Riserus U, Ingelsson E, Fall T, Ärnlöv J.","Ups J Med Sci. 2020 Feb;125(1):37-43. doi: 10.1080/03009734.2019.1696430. Epub 2019 Dec 5.","Carlsson AC","Ups J Med Sci","2020","2019/12/07","PMC7054929","","10.1080/03009734.2019.1696430"
"29496998","Islet proteomics reveals genetic variation in dopamine production resulting in altered insulin secretion","Mitok KA, Freiberger EC, Schueler KL, Rabaglia ME, Stapleton DS, Kwiecien NW, Malec PA, Hebert AS, Broman AT, Kennedy RT, Keller MP, Coon JJ, Attie AD.","J Biol Chem. 2018 Apr 20;293(16):5860-5877. doi: 10.1074/jbc.RA117.001102. Epub 2018 Mar 1.","Mitok KA","J Biol Chem","2018","2018/03/03","PMC5912463","","10.1074/jbc.RA117.001102"
"39610489","Comparative proteomic exploration of plasma proteins in different levels of vitamin D with type 2 diabetes mellitus using iTRAQ-coupled LC-MS/MS","Zhang L, Wang Z, Wang X, Wei L, Zhang B, Yang L.","J Diabetes Metab Disord. 2024 Jul 6;23(2):2001-2010. doi: 10.1007/s40200-024-01456-w. eCollection 2024 Dec.","Zhang L","J Diabetes Metab Disord","2024","2024/11/29","PMC11599652","","10.1007/s40200-024-01456-w"
"21137083","Identification of diabetic nephropathy-selective proteins in human plasma by multi-lectin affinity chromatography and LC-MS/MS","Ahn JM, Kim BG, Yu MH, Lee IK, Cho JY.","Proteomics Clin Appl. 2010 Jul;4(6-7):644-53. doi: 10.1002/prca.200900196. Epub 2010 Mar 24.","Ahn JM","Proteomics Clin Appl","2010","2010/12/08","","","10.1002/prca.200900196"
"26089891","The Difference Quantity of Urinary Peptides between Two Groups of Type 2 Diabetic Patients with or without Coronary Artery Disease","Fu G, Hu M, Chu L, Zhang M.","Int J Endocrinol. 2015;2015:758402. doi: 10.1155/2015/758402. Epub 2015 May 18.","Fu G","Int J Endocrinol","2015","2015/06/20","PMC4451558","","10.1155/2015/758402"
"28150914","Proteomic analysis of serum biomarkers for prediabetes using the Long-Evans Agouti rat, a spontaneous animal model of type 2 diabetes mellitus","Takahashi E, Unoki-Kubota H, Shimizu Y, Okamura T, Iwata W, Kajio H, Yamamoto-Honda R, Shiga T, Yamashita S, Tobe K, Okumura A, Matsumoto M, Yasuda K, Noda M, Kaburagi Y.","J Diabetes Investig. 2017 Sep;8(5):661-671. doi: 10.1111/jdi.12638. Epub 2017 Mar 27.","Takahashi E","J Diabetes Investig","2017","2017/02/03","PMC5583949","","10.1111/jdi.12638"
"29529022","Proteomic analysis of corneal endothelial cell-descemet membrane tissues reveals influence of insulin dependence and disease severity in type 2 diabetes mellitus","Skeie JM, Aldrich BT, Goldstein AS, Schmidt GA, Reed CR, Greiner MA.","PLoS One. 2018 Mar 12;13(3):e0192287. doi: 10.1371/journal.pone.0192287. eCollection 2018.","Skeie JM","PLoS One","2018","2018/03/13","PMC5846724","","10.1371/journal.pone.0192287"
"32958645","Circulating testican-2 is a podocyte-derived marker of kidney health","Ngo D, Wen D, Gao Y, Keyes MJ, Drury ER, Katz DH, Benson MD, Sinha S, Shen D, Farrell LA, Peterson BD, Friedman DJ, Elmariah S, Young BA, Smith JG, Yang Q, Vasan RS, Larson MG, Correa A, Humphreys BD, Wang TJ, Pollak MR, Wilson JG, Gerszten RE, Rhee EP.","Proc Natl Acad Sci U S A. 2020 Oct 6;117(40):25026-25035. doi: 10.1073/pnas.2009606117. Epub 2020 Sep 21.","Ngo D","Proc Natl Acad Sci U S A","2020","2020/09/22","PMC7547280","","10.1073/pnas.2009606117"
"29512687","Transcriptomic and proteomic analysis of potential therapeutic target genes in the liver of metformin‑treated Sprague‑Dawley rats with type 2 diabetes mellitus","Chen Y, Wu Y, Yang Y, Xu Z, Tong J, Li Z, Zhou X, Li C.","Int J Mol Med. 2018 Jun;41(6):3327-3341. doi: 10.3892/ijmm.2018.3535. Epub 2018 Mar 6.","Chen Y","Int J Mol Med","2018","2018/03/08","PMC5881648","","10.3892/ijmm.2018.3535"
"29564756","Oxysterol species: reliable markers of oxidative stress in diabetes mellitus","Samadi A, Gurlek A, Sendur SN, Karahan S, Akbiyik F, Lay I.","J Endocrinol Invest. 2019 Jan;42(1):7-17. doi: 10.1007/s40618-018-0873-5. Epub 2018 Mar 21.","Samadi A","J Endocrinol Invest","2019","2018/03/23","","","10.1007/s40618-018-0873-5"
"31679767","Integrative analysis of prognostic biomarkers derived from multiomics panels helps discrimination of chronic kidney disease trajectories in people with type 2 diabetes","Kammer M, Heinzel A, Willency JA, Duffin KL, Mayer G, Simons K, Gerl MJ, Klose C, Heinze G, Reindl-Schwaighofer R, Hu K, Perco P, Eder S, Rosivall L, Mark PB, Ju W, Kretzler M, McCarthy MI, Heerspink HL, Wiecek A, Gomez MF, Oberbauer R; BEAt-DKD Consortium.","Kidney Int. 2019 Dec;96(6):1381-1388. doi: 10.1016/j.kint.2019.07.025. Epub 2019 Aug 30.","Kammer M","Kidney Int","2019","2019/11/05","","","10.1016/j.kint.2019.07.025"
"29172486","A Stable Isotope Dilution Nanoflow Liquid Chromatography Tandem Mass Spectrometry Assay for the Simultaneous Detection and Quantification of Glyoxal-Induced DNA Cross-Linked Adducts in Leukocytes from Diabetic Patients","Chen HC, Chang YL, Teng YC, Hsiao CF, Lin TS.","Anal Chem. 2017 Dec 19;89(24):13082-13088. doi: 10.1021/acs.analchem.6b04296. Epub 2017 Dec 6.","Chen HC","Anal Chem","2017","2017/11/28","","","10.1021/acs.analchem.6b04296"
"29129455","Plasma Palmitoyl-Carnitine (AC16:0) Is a Marker of Increased Postprandial Nonesterified Incomplete Fatty Acid Oxidation Rate in Adults With Type 2 Diabetes","Bouchouirab FZ, Fortin M, Noll C, Dubé J, Carpentier AC.","Can J Diabetes. 2018 Aug;42(4):382-388.e1. doi: 10.1016/j.jcjd.2017.09.002. Epub 2017 Nov 9.","Bouchouirab FZ","Can J Diabetes","2018","2017/11/14","","","10.1016/j.jcjd.2017.09.002"
"21697546","Characterization of human myotubes from type 2 diabetic and nondiabetic subjects using complementary quantitative mass spectrometric methods","Thingholm TE, Bak S, Beck-Nielsen H, Jensen ON, Gaster M.","Mol Cell Proteomics. 2011 Sep;10(9):M110.006650. doi: 10.1074/mcp.M110.006650. Epub 2011 Jun 22.","Thingholm TE","Mol Cell Proteomics","2011","2011/06/24","PMC3186194","","10.1074/mcp.M110.006650"
"25974350","Plasma metabolomic profiling of patients with diabetes-associated cognitive decline","Zhang L, Li M, Zhan L, Lu X, Liang L, Su B, Sui H, Gao Z, Li Y, Liu Y, Wu B, Liu Q.","PLoS One. 2015 May 14;10(5):e0126952. doi: 10.1371/journal.pone.0126952. eCollection 2015.","Zhang L","PLoS One","2015","2015/05/15","PMC4431856","","10.1371/journal.pone.0126952"
"20674218","Proteomic study of serum proteins in a type 2 diabetes mellitus rat model by Chinese traditional medicine Tianqi Jiangtang Capsule administration","Zhang SX, Sun H, Sun WJ, Jiao GZ, Wang XJ.","J Pharm Biomed Anal. 2010 Dec 1;53(4):1011-4. doi: 10.1016/j.jpba.2010.06.033. Epub 2010 Jul 6.","Zhang SX","J Pharm Biomed Anal","2010","2010/08/03","","","10.1016/j.jpba.2010.06.033"
"24589724","Multicentre prospective validation of a urinary peptidome-based classifier for the diagnosis of type 2 diabetic nephropathy","Siwy J, Schanstra JP, Argiles A, Bakker SJ, Beige J, Boucek P, Brand K, Delles C, Duranton F, Fernandez-Fernandez B, Jankowski ML, Al Khatib M, Kunt T, Lajer M, Lichtinghagen R, Lindhardt M, Maahs DM, Mischak H, Mullen W, Navis G, Noutsou M, Ortiz A, Persson F, Petrie JR, Roob JM, Rossing P, Ruggenenti P, Rychlik I, Serra AL, Snell-Bergeon J, Spasovski G, Stojceva-Taneva O, Trillini M, von der Leyen H, Winklhofer-Roob BM, Zürbig P, Jankowski J.","Nephrol Dial Transplant. 2014 Aug;29(8):1563-70. doi: 10.1093/ndt/gfu039. Epub 2014 Mar 2.","Siwy J","Nephrol Dial Transplant","2014","2014/03/05","PMC4118140","","10.1093/ndt/gfu039"
"27094045","Effects of crocin and voluntary exercise, alone or combined, on heart VEGF-A and HOMA-IR of HFD/STZ induced type 2 diabetic rats","Ghorbanzadeh V, Mohammadi M, Dariushnejad H, Chodari L, Mohaddes G.","J Endocrinol Invest. 2016 Oct;39(10):1179-86. doi: 10.1007/s40618-016-0456-2. Epub 2016 Apr 19.","Ghorbanzadeh V","J Endocrinol Invest","2016","2016/04/21","","","10.1007/s40618-016-0456-2"
"34080666","Binding between ROCK1 and DCTN2 triggers diabetes‑associated centrosome amplification in colon cancer cells","Li YF, Shi LJ, Wang P, Wang JW, Shi GY, Lee SC.","Oncol Rep. 2021 Jul;46(1):151. doi: 10.3892/or.2021.8102. Epub 2021 Jun 3.","Li YF","Oncol Rep","2021","2021/06/03","PMC8185503","","10.3892/or.2021.8102"
"23886751","Proteomic analysis of mature adipocytes from obese patients in relation to aging","Alfadda AA, Benabdelkamel H, Masood A, Moustafa A, Sallam R, Bassas A, Duncan M.","Exp Gerontol. 2013 Nov;48(11):1196-203. doi: 10.1016/j.exger.2013.07.008. Epub 2013 Jul 23.","Alfadda AA","Exp Gerontol","2013","2013/07/27","","","10.1016/j.exger.2013.07.008"
"24695864","Discovery of biomarkers for glycaemic deterioration before and after the onset of type 2 diabetes: rationale and design of the epidemiological studies within the IMI DIRECT Consortium","Koivula RW, Heggie A, Barnett A, Cederberg H, Hansen TH, Koopman AD, Ridderstråle M, Rutters F, Vestergaard H, Gupta R, Herrgård S, Heymans MW, Perry MH, Rauh S, Siloaho M, Teare HJ, Thorand B, Bell J, Brunak S, Frost G, Jablonka B, Mari A, McDonald TJ, Dekker JM, Hansen T, Hattersley A, Laakso M, Pedersen O, Koivisto V, Ruetten H, Walker M, Pearson E, Franks PW; DIRECT Consortium.","Diabetologia. 2014 Jun;57(6):1132-42. doi: 10.1007/s00125-014-3216-x. Epub 2014 Apr 4.","Koivula RW","Diabetologia","2014","2014/04/04","PMC4018481","","10.1007/s00125-014-3216-x"
"37033250","The effect of G0S2 on insulin sensitivity: A proteomic analysis in a G0S2-overexpressed high-fat diet mouse model","Wu D, Zhang Z, Sun W, Yan Y, Jing M, Ma S.","Front Endocrinol (Lausanne). 2023 Mar 23;14:1130350. doi: 10.3389/fendo.2023.1130350. eCollection 2023.","Wu D","Front Endocrinol (Lausanne)","2023","2023/04/10","PMC10076770","","10.3389/fendo.2023.1130350"
"27769710","Elevated urinary levels of 8-oxo-2'-deoxyguanosine, (5'R)- and (5'S)-8,5'-cyclo-2'-deoxyadenosines, and 8-iso-prostaglandin F(2α) as potential biomarkers of oxidative stress in patients with prediabetes","Kant M, Akış M, Çalan M, Arkan T, Bayraktar F, Dizdaroglu M, İşlekel H.","DNA Repair (Amst). 2016 Dec;48:1-7. doi: 10.1016/j.dnarep.2016.09.004. Epub 2016 Sep 26.","Kant M","DNA Repair (Amst)","2016","2016/10/23","PMC11274812","NIHMS868449","10.1016/j.dnarep.2016.09.004"
"27280065","Association of potential salivary biomarkers with diabetic retinopathy and its severity in type-2 diabetes mellitus: a proteomic analysis by mass spectrometry","Chee CS, Chang KM, Loke MF, Angela Loo VP, Subrayan V.","PeerJ. 2016 May 12;4:e2022. doi: 10.7717/peerj.2022. eCollection 2016.","Chee CS","PeerJ","2016","2016/06/10","PMC4893325","","10.7717/peerj.2022"
"32011447","The efficacy and safety of Chinese herbal medicine Shen-Qi Hua-Yu formula in patients with diabetic lower extremity artery disease: Study protocol of a multi-center, randomized, double-blind, placebo-controlled trial","Leng Y, Gao H, Fu X, Xie H, Hu Z, Zhu J, Liu X, Zhou X, Xie Z, Xie C.","Medicine (Baltimore). 2020 Jan;99(3):e18713. doi: 10.1097/MD.0000000000018713.","Leng Y","Medicine (Baltimore)","2020","2020/02/04","PMC7220098","","10.1097/MD.0000000000018713"
"23894188","A new strategy for early diagnosis of type 2 diabetes by standard-free, label-free LC-MS/MS quantification of glycated peptides","Zhang M, Xu W, Deng Y.","Diabetes. 2013 Nov;62(11):3936-42. doi: 10.2337/db13-0347. Epub 2013 Jul 26.","Zhang M","Diabetes","2013","2013/07/30","PMC3806625","","10.2337/db13-0347"
"26767403","Identification of a Novel Function of Adipocyte Plasma Membrane-Associated Protein (APMAP) in Gestational Diabetes Mellitus by Proteomic Analysis of Omental Adipose Tissue","Ma Y, Gao J, Yin J, Gu L, Liu X, Chen S, Huang Q, Lu H, Yang Y, Zhou H, Wang Y, Peng Y.","J Proteome Res. 2016 Feb 5;15(2):628-37. doi: 10.1021/acs.jproteome.5b01030. Epub 2016 Jan 27.","Ma Y","J Proteome Res","2016","2016/01/16","","","10.1021/acs.jproteome.5b01030"
"29710851","Diagnostic Accuracy of Protein Glycation Sites in Long-Term Controlled Patients with Type 2 Diabetes Mellitus and Their Prognostic Potential for Early Diagnosis","Spiller S, Li Y, Blüher M, Welch L, Hoffmann R.","Pharmaceuticals (Basel). 2018 Apr 30;11(2):38. doi: 10.3390/ph11020038.","Spiller S","Pharmaceuticals (Basel)","2018","2018/05/02","PMC6027301","","10.3390/ph11020038"
"27406814","Non-targeted metabolomics combined with genetic analyses identifies bile acid synthesis and phospholipid metabolism as being associated with incident type 2 diabetes","Fall T, Salihovic S, Brandmaier S, Nowak C, Ganna A, Gustafsson S, Broeckling CD, Prenni JE, Kastenmüller G, Peters A, Magnusson PK, Wang-Sattler R, Giedraitis V, Berne C, Gieger C, Pedersen NL, Ingelsson E, Lind L.","Diabetologia. 2016 Oct;59(10):2114-24. doi: 10.1007/s00125-016-4041-1. Epub 2016 Jul 12.","Fall T","Diabetologia","2016","2016/07/14","PMC5451119","NIHMS859778","10.1007/s00125-016-4041-1"
"33690729","Changes in protein expression due to metformin treatment and hyperinsulinemia in a human endometrial cancer cell line","Lange C, Machado Weber A, Schmidt R, Schroeder C, Strowitzki T, Germeyer A.","PLoS One. 2021 Mar 9;16(3):e0248103. doi: 10.1371/journal.pone.0248103. eCollection 2021.","Lange C","PLoS One","2021","2021/03/10","PMC7943011","","10.1371/journal.pone.0248103"
"34543425","Serum Vitamin D: Correlates of Baseline Concentration and Response to Supplementation in VITAL-DKD","Best CM, Zelnick LR, Thummel KE, Hsu S, Limonte C, Thadhani R, Sesso HD, Manson JE, Buring JE, Mora S, Lee IM, Cook NR, Friedenberg G, Luttmann-Gibson H, de Boer IH, Hoofnagle AN.","J Clin Endocrinol Metab. 2022 Jan 18;107(2):525-537. doi: 10.1210/clinem/dgab693.","Best CM","J Clin Endocrinol Metab","2022","2021/09/20","PMC8764322","","10.1210/clinem/dgab693"
"25010493","Carbonylated plasma proteins as potential biomarkers of obesity induced type 2 diabetes mellitus","Bollineni RC, Fedorova M, Blüher M, Hoffmann R.","J Proteome Res. 2014 Nov 7;13(11):5081-93. doi: 10.1021/pr500324y. Epub 2014 Jul 10.","Bollineni RC","J Proteome Res","2014","2014/07/11","","","10.1021/pr500324y"
"30622271","Online photochemical derivatization enables comprehensive mass spectrometric analysis of unsaturated phospholipid isomers","Zhang W, Zhang D, Chen Q, Wu J, Ouyang Z, Xia Y.","Nat Commun. 2019 Jan 8;10(1):79. doi: 10.1038/s41467-018-07963-8.","Zhang W","Nat Commun","2019","2019/01/10","PMC6325166","","10.1038/s41467-018-07963-8"
"21130593","Effect of high dose thiamine on the levels of urinary protein biomarkers in diabetes mellitus type 2","Riaz S, Skinner V, Srai SK.","J Pharm Biomed Anal. 2011 Mar 25;54(4):817-25. doi: 10.1016/j.jpba.2010.11.008. Epub 2010 Nov 13.","Riaz S","J Pharm Biomed Anal","2011","2010/12/07","","","10.1016/j.jpba.2010.11.008"
